College,Branch,Year,Avg_Package_LPA,Max_Package_LPA,NIRF_Rank,Top_Companies
NHCE,Robotics and Automation Engineering,2023,9.4,14.5,105,"Boeing, Airbus, DRDO"
NHCE,Robotics and Automation Engineering,2024,4.0,24.5,65,"DRDO, ISRO, Boeing"
NHCE,Aerospace Engineering,2023,7.7,23.1,275,"DRDO, Boeing, Safran"
NHCE,Aerospace Engineering,2024,8.3,43.1,184,"Boeing, DRDO, ISRO"
NHCE,Chemical Engineering,2023,8.2,16.0,292,"Pfizer, Biocon, Cipla"
NHCE,Chemical Engineering,2024,3.0,23.7,177,"Biocon, Cipla, Pfizer"
NMIT,Computer Science and Engineering,2023,7.3,38.4,227,"Adobe, Amazon, Flipkart"
NMIT,Computer Science and Engineering,2024,4.0,10.2,226,"Infosys, Google, Flipkart"
NMIT,Information Science and Engineering,2023,3.4,28.5,147,"Amazon, GE, Cisco"
NMIT,Information Science and Engineering,2024,6.8,34.5,154,"TCS, Infosys, Microsoft"
NMIT,Electronics and Communication Engineering,2023,3.0,15.9,241,"ABB, GE, BEL"
NMIT,Electronics and Communication Engineering,2024,6.3,15.6,204,"Tata Motors, Siemens, GE"
NMIT,Electrical and Electronics Engineering,2023,3.8,46.3,285,"Tata Motors, HAL, Bosch"
NMIT,Electrical and Electronics Engineering,2024,7.0,25.3,199,"Siemens, Bosch, GE"
NMIT,Mechanical Engineering,2023,9.6,27.8,75,"BEL, ABB, GE"
NMIT,Mechanical Engineering,2024,6.4,38.6,53,"Siemens, HAL, ABB"
NMIT,Civil Engineering,2023,4.3,19.2,224,"Tata Motors, L&T, Siemens"
NMIT,Civil Engineering,2024,6.3,47.1,58,"BEL, ABB, Bosch"
NMIT,Artificial Intelligence and Data Science,2023,6.0,17.9,52,"Infosys, Wipro, Cisco"
NMIT,Artificial Intelligence and Data Science,2024,8.8,44.3,102,"Google, Wipro, Amazon"
NMIT,Biotechnology,2023,9.6,30.2,77,"Novartis, Pfizer, Cipla"
NMIT,Biotechnology,2024,3.0,21.4,198,"Serum Institute, Biocon, Pfizer"
NMIT,Data Science,2023,4.9,39.3,69,"TCS, Wipro, Cisco"
NMIT,Data Science,2024,6.0,33.5,250,"SAP Labs, Flipkart, Adobe"
NMIT,Robotics and Automation Engineering,2023,3.5,22.0,67,"ISRO, Boeing, Safran"
NMIT,Robotics and Automation Engineering,2024,6.5,14.7,74,"Airbus, ISRO, DRDO"
NMIT,Aerospace Engineering,2023,9.9,18.9,248,"Airbus, DRDO, ISRO"
NMIT,Aerospace Engineering,2024,4.4,39.8,261,"Safran, ISRO, DRDO"
NMIT,Chemical Engineering,2023,5.2,25.6,71,"Biocon, Novartis, Serum Institute"
NMIT,Chemical Engineering,2024,6.4,37.3,279,"Novartis, Serum Institute, Pfizer"
BNMIT,Computer Science and Engineering,2023,6.5,26.8,231,"Cisco, TCS, SAP Labs"
BNMIT,Computer Science and Engineering,2024,3.3,31.7,223,"Amazon, Cisco, Adobe"
BNMIT,Information Science and Engineering,2023,5.1,37.2,178,"TCS, Adobe, Amazon"
BNMIT,Information Science and Engineering,2024,7.9,24.0,108,"Microsoft, Flipkart, Tata Motors"
BNMIT,Electronics and Communication Engineering,2023,4.3,12.1,192,"BEL, GE, Siemens"
BNMIT,Electronics and Communication Engineering,2024,10.0,30.8,80,"HAL, ABB, GE"
BNMIT,Electrical and Electronics Engineering,2023,6.5,23.8,179,"ABB, Tata Motors, HAL"
BNMIT,Electrical and Electronics Engineering,2024,7.0,31.3,152,"GE, HAL, Tata Motors"
BNMIT,Mechanical Engineering,2023,4.8,17.8,59,"HAL, GE, Siemens"
BNMIT,Mechanical Engineering,2024,9.2,52.1,212,"Bosch, Siemens, HAL"
BNMIT,Civil Engineering,2023,9.6,16.4,127,"GE, Bosch, HAL"
BNMIT,Civil Engineering,2024,7.6,15.0,124,"GE, HAL, L&T"
BNMIT,Artificial Intelligence and Data Science,2023,6.4,22.8,248,"Adobe, TCS, Cisco"
BNMIT,Artificial Intelligence and Data Science,2024,7.9,35.6,213,"Google, TCS, Infosys"
BNMIT,Biotechnology,2023,4.2,19.7,167,"Novartis, Pfizer, Biocon"
BNMIT,Biotechnology,2024,7.7,46.2,215,"Biocon, Pfizer, Novartis"
BNMIT,Data Science,2023,7.3,12.7,100,"Google, Cisco, Adobe"
BNMIT,Data Science,2024,9.2,20.9,75,"Amazon, Adobe, Infosys"
BNMIT,Robotics and Automation Engineering,2023,3.1,13.2,149,"Airbus, DRDO, ISRO"
BNMIT,Robotics and Automation Engineering,2024,8.0,52.5,193,"Safran, ISRO, DRDO"
BNMIT,Aerospace Engineering,2023,7.5,34.1,227,"Safran, DRDO, Airbus"
BNMIT,Aerospace Engineering,2024,8.5,22.8,121,"Boeing, DRDO, Airbus"
BNMIT,Chemical Engineering,2023,6.1,30.9,65,"Cipla, Biocon, Pfizer"
BNMIT,Chemical Engineering,2024,4.6,47.8,82,"Pfizer, Serum Institute, Cipla"
BMSIT,Computer Science and Engineering,2023,9.7,52.2,126,"Amazon, Google, Microsoft"
BMSIT,Computer Science and Engineering,2024,6.0,16.0,266,"Microsoft, Wipro, Adobe"
BMSIT,Information Science and Engineering,2023,4.4,33.6,177,"TCS, Wipro, Google"
BMSIT,Information Science and Engineering,2024,8.2,16.2,89,"Flipkart, ABB, Tata Motors"
BMSIT,Electronics and Communication Engineering,2023,8.9,41.9,193,"GE, L&T, BEL"
BMSIT,Electronics and Communication Engineering,2024,5.1,37.2,107,"Tata Motors, Bosch, HAL"
BMSIT,Electrical and Electronics Engineering,2023,6.6,20.3,246,"L&T, Tata Motors, GE"
BMSIT,Electrical and Electronics Engineering,2024,8.4,50.2,105,"ABB, Bosch, HAL"
BMSIT,Mechanical Engineering,2023,8.9,21.9,228,"Siemens, Bosch, ABB"
BMSIT,Mechanical Engineering,2024,7.7,13.5,64,"Tata Motors, GE, Siemens"
BMSIT,Civil Engineering,2023,5.6,16.5,54,"HAL, L&T, GE"
BMSIT,Civil Engineering,2024,3.1,38.8,219,"ABB, Tata Motors, GE"
BMSIT,Artificial Intelligence and Data Science,2023,4.7,37.8,255,"Amazon, Infosys, Adobe"
BMSIT,Artificial Intelligence and Data Science,2024,4.9,30.7,222,"Amazon, Cisco, SAP Labs"
BMSIT,Biotechnology,2023,4.9,35.6,227,"Novartis, Pfizer, Serum Institute"
BMSIT,Biotechnology,2024,4.8,42.6,248,"Cipla, Novartis, Serum Institute"
BMSIT,Data Science,2023,3.4,31.2,177,"Infosys, Adobe, Wipro"
BMSIT,Data Science,2024,6.5,30.1,160,"Infosys, SAP Labs, Amazon"
BMSIT,Robotics and Automation Engineering,2023,7.2,39.3,172,"Airbus, Safran, ISRO"
BMSIT,Robotics and Automation Engineering,2024,8.6,41.6,273,"Safran, DRDO, ISRO"
BMSIT,Aerospace Engineering,2023,5.5,23.1,242,"ISRO, Safran, Airbus"
BMSIT,Aerospace Engineering,2024,3.6,17.6,213,"DRDO, Airbus, Safran"
BMSIT,Chemical Engineering,2023,7.8,23.0,206,"Cipla, Biocon, Serum Institute"
BMSIT,Chemical Engineering,2024,6.5,47.9,115,"Novartis, Pfizer, Biocon"
REVA,Computer Science and Engineering,2023,5.8,12.9,207,"TCS, Google, Cisco"
REVA,Computer Science and Engineering,2024,8.1,32.5,272,"Infosys, Wipro, Amazon"
REVA,Information Science and Engineering,2023,5.4,46.7,166,"Bosch, Siemens, Tata Motors"
REVA,Information Science and Engineering,2024,8.1,28.7,127,"ABB, Cisco, BEL"
REVA,Electronics and Communication Engineering,2023,3.6,35.9,296,"Siemens, Tata Motors, BEL"
REVA,Electronics and Communication Engineering,2024,5.4,16.1,163,"GE, HAL, L&T"
REVA,Electrical and Electronics Engineering,2023,7.4,19.2,172,"Bosch, L&T, HAL"
REVA,Electrical and Electronics Engineering,2024,7.6,23.6,283,"HAL, Siemens, ABB"
REVA,Mechanical Engineering,2023,7.0,41.6,243,"BEL, Tata Motors, HAL"
REVA,Mechanical Engineering,2024,6.8,29.1,248,"BEL, L&T, Bosch"
REVA,Civil Engineering,2023,3.6,27.3,297,"Bosch, ABB, BEL"
REVA,Civil Engineering,2024,3.6,28.1,139,"Siemens, L&T, ABB"
REVA,Artificial Intelligence and Data Science,2023,5.5,22.7,61,"Amazon, Infosys, Flipkart"
REVA,Artificial Intelligence and Data Science,2024,9.0,14.5,255,"Microsoft, TCS, Wipro"
REVA,Biotechnology,2023,3.8,20.6,152,"Serum Institute, Biocon, Novartis"
REVA,Biotechnology,2024,3.9,17.9,73,"Novartis, Serum Institute, Pfizer"
REVA,Data Science,2023,6.6,18.8,163,"Cisco, SAP Labs, Wipro"
REVA,Data Science,2024,7.3,19.0,219,"Amazon, Cisco, Infosys"
REVA,Robotics and Automation Engineering,2023,9.1,27.1,278,"Boeing, DRDO, ISRO"
REVA,Robotics and Automation Engineering,2024,4.7,41.6,252,"Boeing, DRDO, Airbus"
REVA,Aerospace Engineering,2023,6.0,40.5,184,"ISRO, Safran, Boeing"
REVA,Aerospace Engineering,2024,5.5,39.2,280,"Safran, ISRO, Boeing"
REVA,Chemical Engineering,2023,8.5,28.7,105,"Cipla, Biocon, Serum Institute"
REVA,Chemical Engineering,2024,4.8,39.2,283,"Cipla, Serum Institute, Biocon"
MSRUAS,Computer Science and Engineering,2023,9.6,23.5,272,"Amazon, Cisco, Microsoft"
MSRUAS,Computer Science and Engineering,2024,7.4,19.3,148,"TCS, Google, SAP Labs"
MSRUAS,Information Science and Engineering,2023,8.2,50.3,231,"SAP Labs, Siemens, ABB"
MSRUAS,Information Science and Engineering,2024,6.7,35.5,189,"Google, ABB, Siemens"
MSRUAS,Electronics and Communication Engineering,2023,5.2,49.0,65,"Siemens, GE, Bosch"
MSRUAS,Electronics and Communication Engineering,2024,7.4,50.9,278,"Bosch, Siemens, BEL"
MSRUAS,Electrical and Electronics Engineering,2023,3.3,40.7,175,"L&T, BEL, Bosch"
MSRUAS,Electrical and Electronics Engineering,2024,4.6,11.2,110,"BEL, Siemens, HAL"
MSRUAS,Mechanical Engineering,2023,4.4,27.4,236,"Siemens, BEL, GE"
MSRUAS,Mechanical Engineering,2024,7.5,51.7,158,"Tata Motors, Bosch, GE"
MSRUAS,Civil Engineering,2023,8.7,28.7,204,"Siemens, BEL, L&T"
MSRUAS,Civil Engineering,2024,6.8,51.2,130,"ABB, GE, Bosch"
MSRUAS,Artificial Intelligence and Data Science,2023,3.3,32.6,166,"Wipro, Google, Cisco"
MSRUAS,Artificial Intelligence and Data Science,2024,3.2,34.8,281,"Cisco, Amazon, Infosys"
MSRUAS,Biotechnology,2023,5.7,45.4,86,"Biocon, Serum Institute, Pfizer"
MSRUAS,Biotechnology,2024,5.2,33.5,129,"Biocon, Cipla, Novartis"
MSRUAS,Data Science,2023,4.0,39.0,218,"SAP Labs, Adobe, Amazon"
MSRUAS,Data Science,2024,9.0,49.2,233,"Adobe, Flipkart, Microsoft"
MSRUAS,Robotics and Automation Engineering,2023,4.2,15.9,164,"Airbus, DRDO, Boeing"
MSRUAS,Robotics and Automation Engineering,2024,4.9,31.3,117,"Safran, DRDO, Airbus"
MSRUAS,Aerospace Engineering,2023,4.8,32.4,171,"DRDO, Airbus, ISRO"
MSRUAS,Aerospace Engineering,2024,7.3,36.3,53,"Airbus, DRDO, Boeing"
MSRUAS,Chemical Engineering,2023,4.6,15.9,209,"Biocon, Serum Institute, Cipla"
MSRUAS,Chemical Engineering,2024,5.2,41.9,221,"Pfizer, Biocon, Cipla"
PESCE,Computer Science and Engineering,2023,6.4,19.2,165,"Wipro, Google, Adobe"
PESCE,Computer Science and Engineering,2024,8.2,52.2,170,"TCS, Wipro, Amazon"
PESCE,Information Science and Engineering,2023,7.6,51.5,150,"Adobe, ABB, Siemens"
PESCE,Information Science and Engineering,2024,4.8,48.5,100,"HAL, SAP Labs, Wipro"
PESCE,Electronics and Communication Engineering,2023,5.1,27.4,296,"L&T, GE, BEL"
PESCE,Electronics and Communication Engineering,2024,3.8,29.9,178,"L&T, Tata Motors, GE"
PESCE,Electrical and Electronics Engineering,2023,5.8,22.5,291,"GE, L&T, Tata Motors"
PESCE,Electrical and Electronics Engineering,2024,7.6,42.3,50,"Bosch, BEL, GE"
PESCE,Mechanical Engineering,2023,7.1,23.0,252,"L&T, Siemens, Tata Motors"
PESCE,Mechanical Engineering,2024,6.7,36.1,288,"Bosch, ABB, Tata Motors"
PESCE,Civil Engineering,2023,6.2,36.1,270,"BEL, Siemens, HAL"
PESCE,Civil Engineering,2024,5.0,34.2,122,"Siemens, HAL, Tata Motors"
PESCE,Artificial Intelligence and Data Science,2023,8.3,26.7,228,"Amazon, Adobe, Wipro"
PESCE,Artificial Intelligence and Data Science,2024,3.1,10.4,118,"Amazon, Wipro, Adobe"
PESCE,Biotechnology,2023,4.8,15.0,106,"Cipla, Novartis, Serum Institute"
PESCE,Biotechnology,2024,5.7,42.1,247,"Serum Institute, Cipla, Novartis"
PESCE,Data Science,2023,5.3,37.0,168,"Infosys, SAP Labs, Adobe"
PESCE,Data Science,2024,3.8,47.1,136,"Wipro, TCS, Google"
PESCE,Robotics and Automation Engineering,2023,4.2,32.3,156,"DRDO, Boeing, Airbus"
PESCE,Robotics and Automation Engineering,2024,9.5,34.2,54,"ISRO, Safran, Airbus"
PESCE,Aerospace Engineering,2023,9.5,41.8,201,"Boeing, Airbus, ISRO"
PESCE,Aerospace Engineering,2024,6.9,44.3,110,"Safran, ISRO, DRDO"
PESCE,Chemical Engineering,2023,6.5,31.7,216,"Biocon, Pfizer, Cipla"
PESCE,Chemical Engineering,2024,5.6,16.5,119,"Biocon, Cipla, Pfizer"
PRES,Computer Science and Engineering,2023,8.9,14.8,241,"Infosys, Wipro, Google"
PRES,Computer Science and Engineering,2024,3.2,47.1,116,"Cisco, TCS, SAP Labs"
PRES,Information Science and Engineering,2023,9.5,45.2,155,"ABB, Wipro, Flipkart"
PRES,Information Science and Engineering,2024,8.0,22.8,94,"ABB, Wipro, Cisco"
PRES,Electronics and Communication Engineering,2023,8.2,29.0,146,"BEL, L&T, Siemens"
PRES,Electronics and Communication Engineering,2024,9.2,41.1,146,"BEL, Bosch, ABB"
PRES,Electrical and Electronics Engineering,2023,5.1,13.5,113,"L&T, Tata Motors, Siemens"
PRES,Electrical and Electronics Engineering,2024,4.7,49.5,237,"L&T, Tata Motors, GE"
PRES,Mechanical Engineering,2023,9.7,34.5,155,"Tata Motors, Bosch, Siemens"
PRES,Mechanical Engineering,2024,7.4,38.7,194,"BEL, ABB, Tata Motors"
PRES,Civil Engineering,2023,5.0,37.6,183,"Bosch, BEL, ABB"
PRES,Civil Engineering,2024,8.6,32.0,63,"GE, ABB, HAL"
PRES,Artificial Intelligence and Data Science,2023,8.0,21.0,168,"Amazon, Google, Microsoft"
PRES,Artificial Intelligence and Data Science,2024,7.4,50.7,99,"Amazon, Adobe, TCS"
PRES,Biotechnology,2023,8.0,40.3,181,"Pfizer, Novartis, Biocon"
PRES,Biotechnology,2024,6.9,38.9,216,"Novartis, Biocon, Serum Institute"
PRES,Data Science,2023,8.3,30.1,218,"SAP Labs, Amazon, Cisco"
PRES,Data Science,2024,3.2,21.5,74,"Cisco, Microsoft, Wipro"
PRES,Robotics and Automation Engineering,2023,9.4,28.8,255,"Airbus, Boeing, ISRO"
PRES,Robotics and Automation Engineering,2024,9.6,54.6,81,"Safran, DRDO, Boeing"
PRES,Aerospace Engineering,2023,3.2,21.0,268,"ISRO, DRDO, Boeing"
PRES,Aerospace Engineering,2024,3.7,27.8,266,"ISRO, Airbus, Safran"
PRES,Chemical Engineering,2023,9.6,25.8,297,"Cipla, Serum Institute, Biocon"
PRES,Chemical Engineering,2024,3.1,13.8,62,"Novartis, Serum Institute, Pfizer"
DSATM,Computer Science and Engineering,2023,4.4,21.8,217,"Cisco, Flipkart, TCS"
DSATM,Computer Science and Engineering,2024,6.7,50.7,163,"Microsoft, Wipro, Adobe"
DSATM,Information Science and Engineering,2023,6.4,20.3,103,"BEL, Infosys, Cisco"
DSATM,Information Science and Engineering,2024,5.4,21.0,233,"Bosch, Adobe, Tata Motors"
DSATM,Electronics and Communication Engineering,2023,9.1,48.8,154,"Bosch, BEL, Tata Motors"
DSATM,Electronics and Communication Engineering,2024,7.2,27.1,245,"HAL, L&T, Bosch"
DSATM,Electrical and Electronics Engineering,2023,8.4,38.2,298,"GE, Bosch, Tata Motors"
DSATM,Electrical and Electronics Engineering,2024,4.1,44.5,233,"L&T, Siemens, Tata Motors"
DSATM,Mechanical Engineering,2023,4.1,39.1,243,"L&T, HAL, Tata Motors"
DSATM,Mechanical Engineering,2024,5.8,28.9,80,"Tata Motors, L&T, Siemens"
DSATM,Civil Engineering,2023,6.2,40.5,166,"HAL, BEL, Bosch"
DSATM,Civil Engineering,2024,3.6,43.0,92,"Bosch, Siemens, BEL"
DSATM,Artificial Intelligence and Data Science,2023,7.8,30.0,103,"Flipkart, Wipro, Infosys"
DSATM,Artificial Intelligence and Data Science,2024,6.5,32.8,95,"Adobe, Amazon, Google"
DSATM,Biotechnology,2023,3.8,13.1,132,"Novartis, Cipla, Serum Institute"
DSATM,Biotechnology,2024,5.2,41.3,209,"Pfizer, Biocon, Novartis"
DSATM,Data Science,2023,6.5,27.5,159,"Wipro, Adobe, Flipkart"
DSATM,Data Science,2024,4.3,38.5,156,"SAP Labs, TCS, Microsoft"
DSATM,Robotics and Automation Engineering,2023,8.0,50.6,163,"Airbus, DRDO, Boeing"
DSATM,Robotics and Automation Engineering,2024,5.1,35.0,163,"ISRO, Airbus, DRDO"
DSATM,Aerospace Engineering,2023,8.4,49.0,118,"Safran, Airbus, DRDO"
DSATM,Aerospace Engineering,2024,5.0,16.4,186,"DRDO, Boeing, ISRO"
DSATM,Chemical Engineering,2023,7.6,30.1,261,"Pfizer, Serum Institute, Cipla"
DSATM,Chemical Engineering,2024,8.2,46.8,230,"Pfizer, Serum Institute, Novartis"
RVUNIV,Computer Science and Engineering,2023,3.4,39.5,258,"Flipkart, Microsoft, Amazon"
RVUNIV,Computer Science and Engineering,2024,8.0,35.9,242,"Microsoft, SAP Labs, Cisco"
RVUNIV,Information Science and Engineering,2023,6.3,48.3,134,"Wipro, Infosys, Flipkart"
RVUNIV,Information Science and Engineering,2024,4.0,41.0,61,"Tata Motors, Bosch, Microsoft"
RVUNIV,Electronics and Communication Engineering,2023,8.7,23.4,87,"Siemens, L&T, GE"
RVUNIV,Electronics and Communication Engineering,2024,6.5,46.0,285,"BEL, GE, Tata Motors"
RVUNIV,Electrical and Electronics Engineering,2023,5.8,11.3,287,"Tata Motors, HAL, Siemens"
RVUNIV,Electrical and Electronics Engineering,2024,3.2,19.8,272,"BEL, Siemens, L&T"
RVUNIV,Mechanical Engineering,2023,9.5,23.3,253,"GE, BEL, Siemens"
RVUNIV,Mechanical Engineering,2024,3.3,45.9,144,"Tata Motors, Siemens, GE"
RVUNIV,Civil Engineering,2023,8.5,44.5,289,"BEL, HAL, L&T"
RVUNIV,Civil Engineering,2024,3.0,42.8,111,"Bosch, ABB, Tata Motors"
RVUNIV,Artificial Intelligence and Data Science,2023,3.7,33.4,50,"SAP Labs, Cisco, Wipro"
RVUNIV,Artificial Intelligence and Data Science,2024,7.2,22.2,125,"SAP Labs, Google, Microsoft"
RVUNIV,Biotechnology,2023,6.7,29.0,89,"Serum Institute, Biocon, Cipla"
RVUNIV,Biotechnology,2024,6.6,33.4,181,"Pfizer, Biocon, Cipla"
RVUNIV,Data Science,2023,8.7,22.3,272,"Amazon, Flipkart, Infosys"
RVUNIV,Data Science,2024,4.1,22.1,152,"Adobe, Microsoft, Wipro"
RVUNIV,Robotics and Automation Engineering,2023,8.7,25.0,142,"Airbus, Safran, Boeing"
RVUNIV,Robotics and Automation Engineering,2024,5.0,14.3,210,"ISRO, Airbus, Safran"
RVUNIV,Aerospace Engineering,2023,3.5,37.0,273,"Boeing, Safran, Airbus"
RVUNIV,Aerospace Engineering,2024,9.7,21.7,235,"Boeing, Airbus, Safran"
RVUNIV,Chemical Engineering,2023,3.9,10.3,200,"Cipla, Novartis, Pfizer"
RVUNIV,Chemical Engineering,2024,8.2,46.2,234,"Novartis, Cipla, Serum Institute"
SDMCET,Computer Science and Engineering,2023,8.7,27.3,194,"Infosys, TCS, Flipkart"
SDMCET,Computer Science and Engineering,2024,9.5,41.5,234,"Microsoft, Adobe, Cisco"
SDMCET,Information Science and Engineering,2023,6.1,13.2,82,"Bosch, BEL, L&T"
SDMCET,Information Science and Engineering,2024,3.9,44.9,196,"Siemens, BEL, Bosch"
SDMCET,Electronics and Communication Engineering,2023,9.2,19.1,164,"BEL, Bosch, ABB"
SDMCET,Electronics and Communication Engineering,2024,6.7,20.4,102,"BEL, Siemens, Tata Motors"
SDMCET,Electrical and Electronics Engineering,2023,3.5,17.7,221,"Tata Motors, GE, L&T"
SDMCET,Electrical and Electronics Engineering,2024,5.4,26.7,117,"BEL, Bosch, ABB"
SDMCET,Mechanical Engineering,2023,5.1,15.2,115,"Tata Motors, ABB, BEL"
SDMCET,Mechanical Engineering,2024,4.5,28.1,216,"GE, L&T, HAL"
SDMCET,Civil Engineering,2023,3.1,13.3,268,"ABB, BEL, Bosch"
SDMCET,Civil Engineering,2024,6.4,47.8,159,"BEL, L&T, Bosch"
SDMCET,Artificial Intelligence and Data Science,2023,6.8,23.2,53,"Microsoft, Infosys, Adobe"
SDMCET,Artificial Intelligence and Data Science,2024,8.0,22.1,184,"Amazon, Infosys, Cisco"
SDMCET,Biotechnology,2023,8.6,52.9,197,"Novartis, Biocon, Serum Institute"
SDMCET,Biotechnology,2024,5.6,16.0,95,"Serum Institute, Cipla, Novartis"
SDMCET,Data Science,2023,8.2,18.3,295,"Cisco, Amazon, Microsoft"
SDMCET,Data Science,2024,6.6,13.7,203,"Google, Wipro, Amazon"
SDMCET,Robotics and Automation Engineering,2023,6.2,41.0,191,"Boeing, DRDO, Airbus"
SDMCET,Robotics and Automation Engineering,2024,6.5,23.2,286,"DRDO, ISRO, Boeing"
SDMCET,Aerospace Engineering,2023,8.7,22.0,96,"Airbus, ISRO, DRDO"
SDMCET,Aerospace Engineering,2024,5.3,42.2,296,"ISRO, Safran, DRDO"
SDMCET,Chemical Engineering,2023,9.1,46.2,131,"Biocon, Cipla, Pfizer"
SDMCET,Chemical Engineering,2024,3.1,10.2,187,"Cipla, Serum Institute, Biocon"
VVCE,Computer Science and Engineering,2023,3.9,38.5,266,"TCS, Microsoft, Infosys"
VVCE,Computer Science and Engineering,2024,6.2,26.4,276,"Flipkart, Amazon, Microsoft"
VVCE,Information Science and Engineering,2023,7.8,47.8,250,"SAP Labs, Wipro, Adobe"
VVCE,Information Science and Engineering,2024,8.6,22.6,285,"Amazon, Microsoft, Bosch"
VVCE,Electronics and Communication Engineering,2023,9.0,18.9,73,"Siemens, HAL, GE"
VVCE,Electronics and Communication Engineering,2024,7.7,43.4,217,"Siemens, BEL, GE"
VVCE,Electrical and Electronics Engineering,2023,6.6,28.5,156,"HAL, Tata Motors, ABB"
VVCE,Electrical and Electronics Engineering,2024,6.6,38.7,131,"GE, BEL, Siemens"
VVCE,Mechanical Engineering,2023,8.6,35.1,118,"BEL, Bosch, Siemens"
VVCE,Mechanical Engineering,2024,3.8,13.9,120,"L&T, Tata Motors, BEL"
VVCE,Civil Engineering,2023,3.1,16.5,104,"BEL, GE, HAL"
VVCE,Civil Engineering,2024,5.2,17.6,118,"BEL, L&T, Tata Motors"
VVCE,Artificial Intelligence and Data Science,2023,6.3,50.9,108,"Microsoft, Google, TCS"
VVCE,Artificial Intelligence and Data Science,2024,6.2,28.2,178,"SAP Labs, Flipkart, Cisco"
VVCE,Biotechnology,2023,5.5,34.7,146,"Biocon, Cipla, Pfizer"
VVCE,Biotechnology,2024,3.2,21.9,138,"Novartis, Cipla, Biocon"
VVCE,Data Science,2023,7.9,33.0,192,"Cisco, Amazon, TCS"
VVCE,Data Science,2024,4.6,13.7,255,"TCS, Amazon, Wipro"
VVCE,Robotics and Automation Engineering,2023,8.4,30.1,92,"Safran, Airbus, DRDO"
VVCE,Robotics and Automation Engineering,2024,5.9,12.7,103,"Boeing, ISRO, Airbus"
VVCE,Aerospace Engineering,2023,5.2,19.0,271,"DRDO, ISRO, Airbus"
VVCE,Aerospace Engineering,2024,5.3,46.5,290,"Safran, DRDO, ISRO"
VVCE,Chemical Engineering,2023,4.1,18.3,90,"Serum Institute, Novartis, Biocon"
VVCE,Chemical Engineering,2024,8.8,20.0,184,"Biocon, Pfizer, Novartis"
CMRIT,Computer Science and Engineering,2023,6.6,36.8,68,"Google, Adobe, Infosys"
CMRIT,Computer Science and Engineering,2024,3.1,30.7,299,"Google, Cisco, Infosys"
CMRIT,Information Science and Engineering,2023,4.2,33.1,142,"Cisco, Google, Adobe"
CMRIT,Information Science and Engineering,2024,4.5,47.3,156,"BEL, Adobe, HAL"
CMRIT,Electronics and Communication Engineering,2023,10.0,50.7,271,"Bosch, L&T, ABB"
CMRIT,Electronics and Communication Engineering,2024,3.0,31.0,137,"Siemens, BEL, GE"
CMRIT,Electrical and Electronics Engineering,2023,7.9,50.0,274,"BEL, Siemens, ABB"
CMRIT,Electrical and Electronics Engineering,2024,5.4,14.6,258,"BEL, L&T, Bosch"
CMRIT,Mechanical Engineering,2023,6.8,23.1,215,"Tata Motors, GE, HAL"
CMRIT,Mechanical Engineering,2024,3.6,17.7,239,"L&T, Bosch, HAL"
CMRIT,Civil Engineering,2023,7.2,26.2,253,"BEL, L&T, Siemens"
CMRIT,Civil Engineering,2024,7.5,14.8,153,"BEL, Tata Motors, HAL"
CMRIT,Artificial Intelligence and Data Science,2023,4.7,42.2,157,"Google, Wipro, Amazon"
CMRIT,Artificial Intelligence and Data Science,2024,9.6,33.2,138,"SAP Labs, Microsoft, Wipro"
CMRIT,Biotechnology,2023,3.7,36.0,153,"Pfizer, Biocon, Cipla"
CMRIT,Biotechnology,2024,4.7,42.8,129,"Cipla, Novartis, Biocon"
CMRIT,Data Science,2023,5.3,15.6,280,"SAP Labs, Microsoft, Flipkart"
CMRIT,Data Science,2024,5.4,46.5,168,"Cisco, Amazon, SAP Labs"
CMRIT,Robotics and Automation Engineering,2023,4.2,17.7,227,"Airbus, DRDO, ISRO"
CMRIT,Robotics and Automation Engineering,2024,9.0,48.3,52,"Safran, DRDO, Boeing"
CMRIT,Aerospace Engineering,2023,5.4,26.0,107,"Boeing, ISRO, DRDO"
CMRIT,Aerospace Engineering,2024,8.9,47.2,287,"Airbus, DRDO, Safran"
CMRIT,Chemical Engineering,2023,9.9,51.9,145,"Pfizer, Serum Institute, Novartis"
CMRIT,Chemical Engineering,2024,7.2,50.0,200,"Cipla, Novartis, Biocon"
SJBIT,Computer Science and Engineering,2023,8.7,47.7,187,"Microsoft, Cisco, Google"
SJBIT,Computer Science and Engineering,2024,6.6,29.9,131,"Amazon, TCS, Google"
SJBIT,Information Science and Engineering,2023,4.6,12.4,130,"ABB, Adobe, Wipro"
SJBIT,Information Science and Engineering,2024,7.3,15.0,142,"Google, SAP Labs, Amazon"
SJBIT,Electronics and Communication Engineering,2023,9.4,42.3,174,"Siemens, BEL, GE"
SJBIT,Electronics and Communication Engineering,2024,7.0,31.0,283,"BEL, L&T, Bosch"
SJBIT,Electrical and Electronics Engineering,2023,3.7,41.4,208,"GE, Bosch, ABB"
SJBIT,Electrical and Electronics Engineering,2024,9.1,46.0,252,"Tata Motors, BEL, HAL"
SJBIT,Mechanical Engineering,2023,4.5,25.8,223,"Siemens, BEL, GE"
SJBIT,Mechanical Engineering,2024,5.5,40.9,265,"Tata Motors, HAL, BEL"
SJBIT,Civil Engineering,2023,9.1,47.2,126,"GE, BEL, L&T"
