Round,College,Branch,Category,Cutoff_rank,Exam,Year,Tuition_Fee,Hostel_Fee,Misc_Fee,OneTime_Fee,Total_First_Year,Total_Annual,Scholarship_Eligible,Avg_Package_LPA,Max_Package_LPA,NIRF_Rank,Top_Companies
Mock,CMRIT,COMPUTER SCIENCE AND ENGINEERING,3B,4212,KCET,2024,67613.0,83987.0,8306.0,27460.0,187366.0,159906.0,Yes,3.1,30.7,299.0,"Google, Cisco, Infosys"
Mock,CMRIT,COMPUTER SCIENCE AND ENGINEERING,EWS,4761,KCET,2024,67613.0,83987.0,8306.0,27460.0,187366.0,159906.0,Yes,3.1,30.7,299.0,"Google, Cisco, Infosys"
Mock,CMRIT,COMPUTER SCIENCE AND ENGINEERING,GMK,3686,KCET,2024,67613.0,83987.0,8306.0,27460.0,187366.0,159906.0,Yes,3.1,30.7,299.0,"Google, Cisco, Infosys"
Mock,CMRIT,INFORMATION SCIENCE AND ENGINEERING,GM,3919,KCET,2024,84305.0,92318.0,9685.0,24556.0,210864.0,186308.0,No,4.5,47.3,156.0,"BEL, Adobe, HAL"
Mock,CMRIT,INFORMATION SCIENCE AND ENGINEERING,OBC,8029,KCET,2024,84305.0,92318.0,9685.0,24556.0,210864.0,186308.0,No,4.5,47.3,156.0,"BEL, Adobe, HAL"
Mock,CMRIT,INFORMATION SCIENCE AND ENGINEERING,SC,12663,KCET,2024,84305.0,92318.0,9685.0,24556.0,210864.0,186308.0,No,4.5,47.3,156.0,"BEL, Adobe, HAL"
Mock,CMRIT,INFORMATION SCIENCE AND ENGINEERING,ST,15497,KCET,2024,84305.0,92318.0,9685.0,24556.0,210864.0,186308.0,No,4.5,47.3,156.0,"BEL, Adobe, HAL"
Mock,CMRIT,INFORMATION SCIENCE AND ENGINEERING,1G,7767,KCET,2024,84305.0,92318.0,9685.0,24556.0,210864.0,186308.0,No,4.5,47.3,156.0,"BEL, Adobe, HAL"
Mock,CMRIT,INFORMATION SCIENCE AND ENGINEERING,2A,7433,KCET,2024,84305.0,92318.0,9685.0,24556.0,210864.0,186308.0,No,4.5,47.3,156.0,"BEL, Adobe, HAL"
Mock,CMRIT,INFORMATION SCIENCE AND ENGINEERING,2B,7378,KCET,2024,84305.0,92318.0,9685.0,24556.0,210864.0,186308.0,No,4.5,47.3,156.0,"BEL, Adobe, HAL"
Mock,CMRIT,INFORMATION SCIENCE AND ENGINEERING,3A,6900,KCET,2024,84305.0,92318.0,9685.0,24556.0,210864.0,186308.0,No,4.5,47.3,156.0,"BEL, Adobe, HAL"
Mock,CMRIT,INFORMATION SCIENCE AND ENGINEERING,3B,7368,KCET,2024,84305.0,92318.0,9685.0,24556.0,210864.0,186308.0,No,4.5,47.3,156.0,"BEL, Adobe, HAL"
Mock,CMRIT,INFORMATION SCIENCE AND ENGINEERING,EWS,6344,KCET,2024,84305.0,92318.0,9685.0,24556.0,210864.0,186308.0,No,4.5,47.3,156.0,"BEL, Adobe, HAL"
Mock,CMRIT,INFORMATION SCIENCE AND ENGINEERING,GMK,6697,KCET,2024,84305.0,92318.0,9685.0,24556.0,210864.0,186308.0,No,4.5,47.3,156.0,"BEL, Adobe, HAL"
Mock,CMRIT,ELECTRONICS AND COMMUNICATION ENGINEERING,GM,7636,KCET,2024,66811.0,90619.0,16458.0,19732.0,193620.0,173888.0,No,3.0,31.0,137.0,"Siemens, BEL, GE"
Mock,CMRIT,ELECTRONICS AND COMMUNICATION ENGINEERING,OBC,9440,KCET,2024,66811.0,90619.0,16458.0,19732.0,193620.0,173888.0,No,3.0,31.0,137.0,"Siemens, BEL, GE"
Mock,CMRIT,ELECTRONICS AND COMMUNICATION ENGINEERING,SC,15095,KCET,2024,66811.0,90619.0,16458.0,19732.0,193620.0,173888.0,No,3.0,31.0,137.0,"Siemens, BEL, GE"
Mock,CMRIT,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,17683,KCET,2024,66811.0,90619.0,16458.0,19732.0,193620.0,173888.0,No,3.0,31.0,137.0,"Siemens, BEL, GE"
Mock,CMRIT,ELECTRONICS AND COMMUNICATION ENGINEERING,1G,9635,KCET,2024,66811.0,90619.0,16458.0,19732.0,193620.0,173888.0,No,3.0,31.0,137.0,"Siemens, BEL, GE"
Mock,CMRIT,ELECTRONICS AND COMMUNICATION ENGINEERING,2A,8070,KCET,2024,66811.0,90619.0,16458.0,19732.0,193620.0,173888.0,No,3.0,31.0,137.0,"Siemens, BEL, GE"
Mock,CMRIT,ELECTRONICS AND COMMUNICATION ENGINEERING,2B,10211,KCET,2024,66811.0,90619.0,16458.0,19732.0,193620.0,173888.0,No,3.0,31.0,137.0,"Siemens, BEL, GE"
Mock,CMRIT,ELECTRONICS AND COMMUNICATION ENGINEERING,3A,8508,KCET,2024,66811.0,90619.0,16458.0,19732.0,193620.0,173888.0,No,3.0,31.0,137.0,"Siemens, BEL, GE"
Mock,CMRIT,ELECTRONICS AND COMMUNICATION ENGINEERING,3B,8901,KCET,2024,66811.0,90619.0,16458.0,19732.0,193620.0,173888.0,No,3.0,31.0,137.0,"Siemens, BEL, GE"
Mock,CMRIT,ELECTRONICS AND COMMUNICATION ENGINEERING,EWS,7813,KCET,2024,66811.0,90619.0,16458.0,19732.0,193620.0,173888.0,No,3.0,31.0,137.0,"Siemens, BEL, GE"
Mock,CMRIT,ELECTRONICS AND COMMUNICATION ENGINEERING,GMK,8814,KCET,2024,66811.0,90619.0,16458.0,19732.0,193620.0,173888.0,No,3.0,31.0,137.0,"Siemens, BEL, GE"
Mock,CMRIT,ELECTRICAL AND ELECTRONICS ENGINEERING,GM,10788,KCET,2024,51319.0,87328.0,9540.0,11975.0,160162.0,148187.0,Yes,5.4,14.6,258.0,"BEL, L&T, Bosch"
Mock,CMRIT,ELECTRICAL AND ELECTRONICS ENGINEERING,OBC,12235,KCET,2024,51319.0,87328.0,9540.0,11975.0,160162.0,148187.0,Yes,5.4,14.6,258.0,"BEL, L&T, Bosch"
Mock,CMRIT,ELECTRICAL AND ELECTRONICS ENGINEERING,SC,17396,KCET,2024,51319.0,87328.0,9540.0,11975.0,160162.0,148187.0,Yes,5.4,14.6,258.0,"BEL, L&T, Bosch"
Mock,CMRIT,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,19956,KCET,2024,51319.0,87328.0,9540.0,11975.0,160162.0,148187.0,Yes,5.4,14.6,258.0,"BEL, L&T, Bosch"
Mock,CMRIT,ELECTRICAL AND ELECTRONICS ENGINEERING,1G,13016,KCET,2024,51319.0,87328.0,9540.0,11975.0,160162.0,148187.0,Yes,5.4,14.6,258.0,"BEL, L&T, Bosch"
Mock,CMRIT,ELECTRICAL AND ELECTRONICS ENGINEERING,2A,11587,KCET,2024,51319.0,87328.0,9540.0,11975.0,160162.0,148187.0,Yes,5.4,14.6,258.0,"BEL, L&T, Bosch"
Mock,CMRIT,ELECTRICAL AND ELECTRONICS ENGINEERING,2B,12694,KCET,2024,51319.0,87328.0,9540.0,11975.0,160162.0,148187.0,Yes,5.4,14.6,258.0,"BEL, L&T, Bosch"
Mock,CMRIT,ELECTRICAL AND ELECTRONICS ENGINEERING,3A,10975,KCET,2024,51319.0,87328.0,9540.0,11975.0,160162.0,148187.0,Yes,5.4,14.6,258.0,"BEL, L&T, Bosch"
Mock,CMRIT,ELECTRICAL AND ELECTRONICS ENGINEERING,3B,12194,KCET,2024,51319.0,87328.0,9540.0,11975.0,160162.0,148187.0,Yes,5.4,14.6,258.0,"BEL, L&T, Bosch"
Mock,CMRIT,ELECTRICAL AND ELECTRONICS ENGINEERING,EWS,12002,KCET,2024,51319.0,87328.0,9540.0,11975.0,160162.0,148187.0,Yes,5.4,14.6,258.0,"BEL, L&T, Bosch"
Mock,CMRIT,ELECTRICAL AND ELECTRONICS ENGINEERING,GMK,11384,KCET,2024,51319.0,87328.0,9540.0,11975.0,160162.0,148187.0,Yes,5.4,14.6,258.0,"BEL, L&T, Bosch"
Mock,CMRIT,MECHANICAL ENGINEERING,GM,15813,KCET,2024,70963.0,93490.0,13159.0,11829.0,189441.0,177612.0,No,3.6,17.7,239.0,"L&T, Bosch, HAL"
Mock,CMRIT,MECHANICAL ENGINEERING,OBC,17876,KCET,2024,70963.0,93490.0,13159.0,11829.0,189441.0,177612.0,No,3.6,17.7,239.0,"L&T, Bosch, HAL"
Mock,CMRIT,MECHANICAL ENGINEERING,SC,23592,KCET,2024,70963.0,93490.0,13159.0,11829.0,189441.0,177612.0,No,3.6,17.7,239.0,"L&T, Bosch, HAL"
Mock,CMRIT,MECHANICAL ENGINEERING,ST,25342,KCET,2024,70963.0,93490.0,13159.0,11829.0,189441.0,177612.0,No,3.6,17.7,239.0,"L&T, Bosch, HAL"
Mock,CMRIT,MECHANICAL ENGINEERING,1G,19218,KCET,2024,70963.0,93490.0,13159.0,11829.0,189441.0,177612.0,No,3.6,17.7,239.0,"L&T, Bosch, HAL"
Mock,CMRIT,MECHANICAL ENGINEERING,2A,17970,KCET,2024,70963.0,93490.0,13159.0,11829.0,189441.0,177612.0,No,3.6,17.7,239.0,"L&T, Bosch, HAL"
Mock,CMRIT,MECHANICAL ENGINEERING,2B,18360,KCET,2024,70963.0,93490.0,13159.0,11829.0,189441.0,177612.0,No,3.6,17.7,239.0,"L&T, Bosch, HAL"
Mock,CMRIT,MECHANICAL ENGINEERING,3A,17738,KCET,2024,70963.0,93490.0,13159.0,11829.0,189441.0,177612.0,No,3.6,17.7,239.0,"L&T, Bosch, HAL"
Mock,CMRIT,MECHANICAL ENGINEERING,3B,16619,KCET,2024,70963.0,93490.0,13159.0,11829.0,189441.0,177612.0,No,3.6,17.7,239.0,"L&T, Bosch, HAL"
Mock,CMRIT,MECHANICAL ENGINEERING,EWS,17105,KCET,2024,70963.0,93490.0,13159.0,11829.0,189441.0,177612.0,No,3.6,17.7,239.0,"L&T, Bosch, HAL"
Mock,CMRIT,MECHANICAL ENGINEERING,GMK,17471,KCET,2024,70963.0,93490.0,13159.0,11829.0,189441.0,177612.0,No,3.6,17.7,239.0,"L&T, Bosch, HAL"
Mock,CMRIT,CIVIL ENGINEERING,GM,19277,KCET,2024,59751.0,85668.0,9458.0,17599.0,172476.0,154877.0,Yes,7.5,14.8,153.0,"BEL, Tata Motors, HAL"
Mock,CMRIT,CIVIL ENGINEERING,OBC,21359,KCET,2024,59751.0,85668.0,9458.0,17599.0,172476.0,154877.0,Yes,7.5,14.8,153.0,"BEL, Tata Motors, HAL"
Mock,CMRIT,CIVIL ENGINEERING,SC,25740,KCET,2024,59751.0,85668.0,9458.0,17599.0,172476.0,154877.0,Yes,7.5,14.8,153.0,"BEL, Tata Motors, HAL"
Mock,CMRIT,CIVIL ENGINEERING,ST,28855,KCET,2024,59751.0,85668.0,9458.0,17599.0,172476.0,154877.0,Yes,7.5,14.8,153.0,"BEL, Tata Motors, HAL"
Mock,CMRIT,CIVIL ENGINEERING,1G,20687,KCET,2024,59751.0,85668.0,9458.0,17599.0,172476.0,154877.0,Yes,7.5,14.8,153.0,"BEL, Tata Motors, HAL"
Mock,CMRIT,CIVIL ENGINEERING,2A,20832,KCET,2024,59751.0,85668.0,9458.0,17599.0,172476.0,154877.0,Yes,7.5,14.8,153.0,"BEL, Tata Motors, HAL"
Mock,CMRIT,CIVIL ENGINEERING,2B,21711,KCET,2024,59751.0,85668.0,9458.0,17599.0,172476.0,154877.0,Yes,7.5,14.8,153.0,"BEL, Tata Motors, HAL"
Mock,CMRIT,CIVIL ENGINEERING,3A,19517,KCET,2024,59751.0,85668.0,9458.0,17599.0,172476.0,154877.0,Yes,7.5,14.8,153.0,"BEL, Tata Motors, HAL"
Mock,CMRIT,CIVIL ENGINEERING,3B,19453,KCET,2024,59751.0,85668.0,9458.0,17599.0,172476.0,154877.0,Yes,7.5,14.8,153.0,"BEL, Tata Motors, HAL"
Mock,CMRIT,CIVIL ENGINEERING,EWS,18975,KCET,2024,59751.0,85668.0,9458.0,17599.0,172476.0,154877.0,Yes,7.5,14.8,153.0,"BEL, Tata Motors, HAL"
Mock,CMRIT,CIVIL ENGINEERING,GMK,19743,KCET,2024,59751.0,85668.0,9458.0,17599.0,172476.0,154877.0,Yes,7.5,14.8,153.0,"BEL, Tata Motors, HAL"
Mock,CMRIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,GM,7354,KCET,2024,55358.0,91463.0,16705.0,19526.0,183052.0,163526.0,No,9.6,33.2,138.0,"SAP Labs, Microsoft, Wipro"
Mock,CMRIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,OBC,9139,KCET,2024,55358.0,91463.0,16705.0,19526.0,183052.0,163526.0,No,9.6,33.2,138.0,"SAP Labs, Microsoft, Wipro"
Mock,CMRIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,SC,15322,KCET,2024,55358.0,91463.0,16705.0,19526.0,183052.0,163526.0,No,9.6,33.2,138.0,"SAP Labs, Microsoft, Wipro"
Mock,CMRIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,ST,17065,KCET,2024,55358.0,91463.0,16705.0,19526.0,183052.0,163526.0,No,9.6,33.2,138.0,"SAP Labs, Microsoft, Wipro"
Mock,CMRIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,1G,10840,KCET,2024,55358.0,91463.0,16705.0,19526.0,183052.0,163526.0,No,9.6,33.2,138.0,"SAP Labs, Microsoft, Wipro"
Mock,CMRIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2A,8667,KCET,2024,55358.0,91463.0,16705.0,19526.0,183052.0,163526.0,No,9.6,33.2,138.0,"SAP Labs, Microsoft, Wipro"
Mock,CMRIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2B,10037,KCET,2024,55358.0,91463.0,16705.0,19526.0,183052.0,163526.0,No,9.6,33.2,138.0,"SAP Labs, Microsoft, Wipro"
Mock,CMRIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,3A,7977,KCET,2024,55358.0,91463.0,16705.0,19526.0,183052.0,163526.0,No,9.6,33.2,138.0,"SAP Labs, Microsoft, Wipro"
Mock,CMRIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,3B,9917,KCET,2024,55358.0,91463.0,16705.0,19526.0,183052.0,163526.0,No,9.6,33.2,138.0,"SAP Labs, Microsoft, Wipro"
Mock,CMRIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,EWS,9826,KCET,2024,55358.0,91463.0,16705.0,19526.0,183052.0,163526.0,No,9.6,33.2,138.0,"SAP Labs, Microsoft, Wipro"
Mock,CMRIT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,GMK,9775,KCET,2024,55358.0,91463.0,16705.0,19526.0,183052.0,163526.0,No,9.6,33.2,138.0,"SAP Labs, Microsoft, Wipro"
Mock,CMRIT,BIOTECHNOLOGY,GM,19899,KCET,2024,59612.0,63105.0,8674.0,18058.0,149449.0,131391.0,No,4.7,42.8,129.0,"Cipla, Novartis, Biocon"
Mock,CMRIT,BIOTECHNOLOGY,OBC,22061,KCET,2024,59612.0,63105.0,8674.0,18058.0,149449.0,131391.0,No,4.7,42.8,129.0,"Cipla, Novartis, Biocon"
Mock,CMRIT,BIOTECHNOLOGY,SC,28433,KCET,2024,59612.0,63105.0,8674.0,18058.0,149449.0,131391.0,No,4.7,42.8,129.0,"Cipla, Novartis, Biocon"
Mock,CMRIT,BIOTECHNOLOGY,ST,29881,KCET,2024,59612.0,63105.0,8674.0,18058.0,149449.0,131391.0,No,4.7,42.8,129.0,"Cipla, Novartis, Biocon"
Mock,CMRIT,BIOTECHNOLOGY,1G,22904,KCET,2024,59612.0,63105.0,8674.0,18058.0,149449.0,131391.0,No,4.7,42.8,129.0,"Cipla, Novartis, Biocon"
Mock,CMRIT,BIOTECHNOLOGY,2A,22368,KCET,2024,59612.0,63105.0,8674.0,18058.0,149449.0,131391.0,No,4.7,42.8,129.0,"Cipla, Novartis, Biocon"
Mock,CMRIT,BIOTECHNOLOGY,2B,23291,KCET,2024,59612.0,63105.0,8674.0,18058.0,149449.0,131391.0,No,4.7,42.8,129.0,"Cipla, Novartis, Biocon"
Mock,CMRIT,BIOTECHNOLOGY,3A,21352,KCET,2024,59612.0,63105.0,8674.0,18058.0,149449.0,131391.0,No,4.7,42.8,129.0,"Cipla, Novartis, Biocon"
Mock,CMRIT,BIOTECHNOLOGY,3B,22311,KCET,2024,59612.0,63105.0,8674.0,18058.0,149449.0,131391.0,No,4.7,42.8,129.0,"Cipla, Novartis, Biocon"
Mock,CMRIT,BIOTECHNOLOGY,EWS,21263,KCET,2024,59612.0,63105.0,8674.0,18058.0,149449.0,131391.0,No,4.7,42.8,129.0,"Cipla, Novartis, Biocon"
Mock,CMRIT,BIOTECHNOLOGY,GMK,22872,KCET,2024,59612.0,63105.0,8674.0,18058.0,149449.0,131391.0,No,4.7,42.8,129.0,"Cipla, Novartis, Biocon"
Mock,CMRIT,DATA SCIENCE,GM,8449,KCET,2024,64091.0,80998.0,16072.0,19132.0,180293.0,161161.0,Yes,5.4,46.5,168.0,"Cisco, Amazon, SAP Labs"
Mock,CMRIT,DATA SCIENCE,OBC,9630,KCET,2024,64091.0,80998.0,16072.0,19132.0,180293.0,161161.0,Yes,5.4,46.5,168.0,"Cisco, Amazon, SAP Labs"
Mock,CMRIT,DATA SCIENCE,SC,16092,KCET,2024,64091.0,80998.0,16072.0,19132.0,180293.0,161161.0,Yes,5.4,46.5,168.0,"Cisco, Amazon, SAP Labs"
Mock,CMRIT,DATA SCIENCE,ST,18017,KCET,2024,64091.0,80998.0,16072.0,19132.0,180293.0,161161.0,Yes,5.4,46.5,168.0,"Cisco, Amazon, SAP Labs"
Mock,CMRIT,DATA SCIENCE,1G,9997,KCET,2024,64091.0,80998.0,16072.0,19132.0,180293.0,161161.0,Yes,5.4,46.5,168.0,"Cisco, Amazon, SAP Labs"
Mock,CMRIT,DATA SCIENCE,2A,8673,KCET,2024,64091.0,80998.0,16072.0,19132.0,180293.0,161161.0,Yes,5.4,46.5,168.0,"Cisco, Amazon, SAP Labs"
Mock,CMRIT,DATA SCIENCE,2B,10740,KCET,2024,64091.0,80998.0,16072.0,19132.0,180293.0,161161.0,Yes,5.4,46.5,168.0,"Cisco, Amazon, SAP Labs"
Mock,CMRIT,DATA SCIENCE,3A,8902,KCET,2024,64091.0,80998.0,16072.0,19132.0,180293.0,161161.0,Yes,5.4,46.5,168.0,"Cisco, Amazon, SAP Labs"
Mock,CMRIT,DATA SCIENCE,3B,8542,KCET,2024,64091.0,80998.0,16072.0,19132.0,180293.0,161161.0,Yes,5.4,46.5,168.0,"Cisco, Amazon, SAP Labs"
Mock,CMRIT,DATA SCIENCE,EWS,8161,KCET,2024,64091.0,80998.0,16072.0,19132.0,180293.0,161161.0,Yes,5.4,46.5,168.0,"Cisco, Amazon, SAP Labs"
Mock,CMRIT,DATA SCIENCE,GMK,8614,KCET,2024,64091.0,80998.0,16072.0,19132.0,180293.0,161161.0,Yes,5.4,46.5,168.0,"Cisco, Amazon, SAP Labs"
Mock,CMRIT,ROBOTICS AND AUTOMATION ENGINEERING,GM,8441,KCET,2024,58550.0,93500.0,12006.0,24393.0,188449.0,164056.0,Yes,9.0,48.3,52.0,"Safran, DRDO, Boeing"
Mock,CMRIT,ROBOTICS AND AUTOMATION ENGINEERING,OBC,11142,KCET,2024,58550.0,93500.0,12006.0,24393.0,188449.0,164056.0,Yes,9.0,48.3,52.0,"Safran, DRDO, Boeing"
Mock,CMRIT,ROBOTICS AND AUTOMATION ENGINEERING,SC,16938,KCET,2024,58550.0,93500.0,12006.0,24393.0,188449.0,164056.0,Yes,9.0,48.3,52.0,"Safran, DRDO, Boeing"
Mock,CMRIT,ROBOTICS AND AUTOMATION ENGINEERING,ST,18026,KCET,2024,58550.0,93500.0,12006.0,24393.0,188449.0,164056.0,Yes,9.0,48.3,52.0,"Safran, DRDO, Boeing"
Mock,CMRIT,ROBOTICS AND AUTOMATION ENGINEERING,1G,12349,KCET,2024,58550.0,93500.0,12006.0,24393.0,188449.0,164056.0,Yes,9.0,48.3,52.0,"Safran, DRDO, Boeing"
Mock,CMRIT,ROBOTICS AND AUTOMATION ENGINEERING,2A,9437,KCET,2024,58550.0,93500.0,12006.0,24393.0,188449.0,164056.0,Yes,9.0,48.3,52.0,"Safran, DRDO, Boeing"
Mock,CMRIT,ROBOTICS AND AUTOMATION ENGINEERING,2B,11572,KCET,2024,58550.0,93500.0,12006.0,24393.0,188449.0,164056.0,Yes,9.0,48.3,52.0,"Safran, DRDO, Boeing"
Mock,CMRIT,ROBOTICS AND AUTOMATION ENGINEERING,3A,10498,KCET,2024,58550.0,93500.0,12006.0,24393.0,188449.0,164056.0,Yes,9.0,48.3,52.0,"Safran, DRDO, Boeing"
Mock,CMRIT,ROBOTICS AND AUTOMATION ENGINEERING,3B,10441,KCET,2024,58550.0,93500.0,12006.0,24393.0,188449.0,164056.0,Yes,9.0,48.3,52.0,"Safran, DRDO, Boeing"
Mock,CMRIT,ROBOTICS AND AUTOMATION ENGINEERING,EWS,10276,KCET,2024,58550.0,93500.0,12006.0,24393.0,188449.0,164056.0,Yes,9.0,48.3,52.0,"Safran, DRDO, Boeing"
Mock,CMRIT,ROBOTICS AND AUTOMATION ENGINEERING,GMK,9822,KCET,2024,58550.0,93500.0,12006.0,24393.0,188449.0,164056.0,Yes,9.0,48.3,52.0,"Safran, DRDO, Boeing"
Mock,SJBIT,COMPUTER SCIENCE AND ENGINEERING,GM,2372,KCET,2024,70498.0,83574.0,8959.0,20876.0,183907.0,163031.0,No,6.6,29.9,131.0,"Amazon, TCS, Google"
Mock,SJBIT,COMPUTER SCIENCE AND ENGINEERING,OBC,5774,KCET,2024,70498.0,83574.0,8959.0,20876.0,183907.0,163031.0,No,6.6,29.9,131.0,"Amazon, TCS, Google"
Mock,SJBIT,COMPUTER SCIENCE AND ENGINEERING,SC,10688,KCET,2024,70498.0,83574.0,8959.0,20876.0,183907.0,163031.0,No,6.6,29.9,131.0,"Amazon, TCS, Google"
Mock,SJBIT,COMPUTER SCIENCE AND ENGINEERING,ST,12385,KCET,2024,70498.0,83574.0,8959.0,20876.0,183907.0,163031.0,No,6.6,29.9,131.0,"Amazon, TCS, Google"
Mock,SJBIT,COMPUTER SCIENCE AND ENGINEERING,1G,6028,KCET,2024,70498.0,83574.0,8959.0,20876.0,183907.0,163031.0,No,6.6,29.9,131.0,"Amazon, TCS, Google"
Mock,SJBIT,COMPUTER SCIENCE AND ENGINEERING,2A,4296,KCET,2024,70498.0,83574.0,8959.0,20876.0,183907.0,163031.0,No,6.6,29.9,131.0,"Amazon, TCS, Google"
Mock,SJBIT,COMPUTER SCIENCE AND ENGINEERING,2B,4697,KCET,2024,70498.0,83574.0,8959.0,20876.0,183907.0,163031.0,No,6.6,29.9,131.0,"Amazon, TCS, Google"
Mock,SJBIT,COMPUTER SCIENCE AND ENGINEERING,3A,4778,KCET,2024,70498.0,83574.0,8959.0,20876.0,183907.0,163031.0,No,6.6,29.9,131.0,"Amazon, TCS, Google"
Mock,SJBIT,COMPUTER SCIENCE AND ENGINEERING,3B,4926,KCET,2024,70498.0,83574.0,8959.0,20876.0,183907.0,163031.0,No,6.6,29.9,131.0,"Amazon, TCS, Google"
Mock,SJBIT,COMPUTER SCIENCE AND ENGINEERING,EWS,4608,KCET,2024,70498.0,83574.0,8959.0,20876.0,183907.0,163031.0,No,6.6,29.9,131.0,"Amazon, TCS, Google"
Mock,SJBIT,COMPUTER SCIENCE AND ENGINEERING,GMK,3791,KCET,2024,70498.0,83574.0,8959.0,20876.0,183907.0,163031.0,No,6.6,29.9,131.0,"Amazon, TCS, Google"
Mock,SJBIT,INFORMATION SCIENCE AND ENGINEERING,GM,4919,KCET,2024,74178.0,73459.0,16110.0,17855.0,181602.0,163747.0,No,7.3,15.0,142.0,"Google, SAP Labs, Amazon"
Mock,SJBIT,INFORMATION SCIENCE AND ENGINEERING,OBC,7965,KCET,2024,74178.0,73459.0,16110.0,17855.0,181602.0,163747.0,No,7.3,15.0,142.0,"Google, SAP Labs, Amazon"
Mock,SJBIT,INFORMATION SCIENCE AND ENGINEERING,SC,12271,KCET,2024,74178.0,73459.0,16110.0,17855.0,181602.0,163747.0,No,7.3,15.0,142.0,"Google, SAP Labs, Amazon"
Mock,SJBIT,INFORMATION SCIENCE AND ENGINEERING,ST,15697,KCET,2024,74178.0,73459.0,16110.0,17855.0,181602.0,163747.0,No,7.3,15.0,142.0,"Google, SAP Labs, Amazon"
Mock,SJBIT,INFORMATION SCIENCE AND ENGINEERING,1G,8847,KCET,2024,74178.0,73459.0,16110.0,17855.0,181602.0,163747.0,No,7.3,15.0,142.0,"Google, SAP Labs, Amazon"
Mock,SJBIT,INFORMATION SCIENCE AND ENGINEERING,2A,7888,KCET,2024,74178.0,73459.0,16110.0,17855.0,181602.0,163747.0,No,7.3,15.0,142.0,"Google, SAP Labs, Amazon"
Mock,SJBIT,INFORMATION SCIENCE AND ENGINEERING,2B,8328,KCET,2024,74178.0,73459.0,16110.0,17855.0,181602.0,163747.0,No,7.3,15.0,142.0,"Google, SAP Labs, Amazon"
Mock,SJBIT,INFORMATION SCIENCE AND ENGINEERING,3A,5844,KCET,2024,74178.0,73459.0,16110.0,17855.0,181602.0,163747.0,No,7.3,15.0,142.0,"Google, SAP Labs, Amazon"
Mock,SJBIT,INFORMATION SCIENCE AND ENGINEERING,3B,7191,KCET,2024,74178.0,73459.0,16110.0,17855.0,181602.0,163747.0,No,7.3,15.0,142.0,"Google, SAP Labs, Amazon"
Mock,SJBIT,INFORMATION SCIENCE AND ENGINEERING,EWS,7009,KCET,2024,74178.0,73459.0,16110.0,17855.0,181602.0,163747.0,No,7.3,15.0,142.0,"Google, SAP Labs, Amazon"
Mock,SJBIT,INFORMATION SCIENCE AND ENGINEERING,GMK,6213,KCET,2024,74178.0,73459.0,16110.0,17855.0,181602.0,163747.0,No,7.3,15.0,142.0,"Google, SAP Labs, Amazon"
Mock,SJBIT,ELECTRONICS AND COMMUNICATION ENGINEERING,GM,7397,KCET,2024,56046.0,90614.0,10526.0,12564.0,169750.0,157186.0,No,7.0,31.0,283.0,"BEL, L&T, Bosch"
Mock,SJBIT,ELECTRONICS AND COMMUNICATION ENGINEERING,OBC,9732,KCET,2024,56046.0,90614.0,10526.0,12564.0,169750.0,157186.0,No,7.0,31.0,283.0,"BEL, L&T, Bosch"
Mock,SJBIT,ELECTRONICS AND COMMUNICATION ENGINEERING,SC,14993,KCET,2024,56046.0,90614.0,10526.0,12564.0,169750.0,157186.0,No,7.0,31.0,283.0,"BEL, L&T, Bosch"
Mock,SJBIT,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,17349,KCET,2024,56046.0,90614.0,10526.0,12564.0,169750.0,157186.0,No,7.0,31.0,283.0,"BEL, L&T, Bosch"
Mock,SJBIT,ELECTRONICS AND COMMUNICATION ENGINEERING,1G,10022,KCET,2024,56046.0,90614.0,10526.0,12564.0,169750.0,157186.0,No,7.0,31.0,283.0,"BEL, L&T, Bosch"
Mock,SJBIT,ELECTRONICS AND COMMUNICATION ENGINEERING,2A,8583,KCET,2024,56046.0,90614.0,10526.0,12564.0,169750.0,157186.0,No,7.0,31.0,283.0,"BEL, L&T, Bosch"
Mock,SJBIT,ELECTRONICS AND COMMUNICATION ENGINEERING,2B,9925,KCET,2024,56046.0,90614.0,10526.0,12564.0,169750.0,157186.0,No,7.0,31.0,283.0,"BEL, L&T, Bosch"
Mock,SJBIT,ELECTRONICS AND COMMUNICATION ENGINEERING,3A,8538,KCET,2024,56046.0,90614.0,10526.0,12564.0,169750.0,157186.0,No,7.0,31.0,283.0,"BEL, L&T, Bosch"
